ST;stimulus;spike;time;ISI;amplitude;half-width;rise;baseline;decay50;decay70;decay90;area;decayrate;decaytime
5;15;6;1708,259;27;1,337;4,957;2,9;0,003;3,459;4,749;7,566;7,805;0,265;3,77
5;15;7;1737,258;28,999;1,517;4,559;2,58;0,003;2,92;4,19;6,136;15,697;0,31;3,226
5;15;8;1772,259;35,001;1,575;4,491;1,91;-0,008;2,966;4,235;6,552;8,266;0;0
5;15;9;1801,26;29,001;1,481;4,434;2,1;0,007;2,652;3,777;5,599;14,339;0,523;1,913
5;15;10;1823,26;22;1,353;4,533;3,53;0,007;3,251;4,238;5,901;7,02;0,299;3,34
5;15;11;1854,26;31;1,398;4,237;2,32;-0,005;3,127;4,303;6,237;6,94;0;0
5;15;12;1883,26;29;1,412;4,35;2,23;0;2,403;3,431;5,131;7,002;0;0
5;15;13;1904,261;21,001;1,438;4,176;2,03;0,02;2,468;3,548;5,223;6,805;0,356;2,807
5;15;14;1927,261;23;1,45;4,398;2,74;0,02;2,258;3,286;4,949;14,055;0,382;2,618
5;15;15;1947,261;20;1,631;3,768;1,86;0,013;2,965;3,955;5,699;7,235;0,318;3,14
5;15;16;1970,261;23;1,694;3,959;1,72;0,034;2,576;3,589;5,053;7,268;0,349;2,866
5;15;17;1991,261;21;1,448;4,02;2,19;0,034;2,878;3,84;5,442;6,488;0,318;3,143
5;15;18;2013,262;22,001;1,693;4,021;2,07;0,015;2,836;3,889;5,712;7,759;0,328;3,046
5;15;19;2040,262;27;1,522;4,129;1,82;0,026;2,401;3,443;5,039;13,486;0,557;1,794
5;15;20;2062,262;22;1,459;3,978;1,93;0,026;2,271;3,305;4,776;6,57;0,383;2,611
5;15;21;2084,262;22;1,555;4,116;1,9;0,01;2,866;3,86;5,56;7,252;0,33;3,032
5;15;22;2109,262;25;1,594;3,906;2,07;0,04;2,791;3,829;5,588;7,01;0,321;3,116
5;15;23;2128,263;19,001;1,253;4,053;2,98;0,04;2,565;3,453;4,82;5,709;0,344;2,903
5;15;24;2147,262;18,999;1,362;3,962;2,5;0,034;2,014;2,899;4,332;6,126;0,421;2,374
5;15;25;2167,263;20,001;1,58;3,794;1,91;0,034;2,048;2,889;4,488;6,833;0,417;2,396
5;15;26;2189,263;22;1,355;4,257;2,21;0,016;3,003;3,817;5,254;6,304;0,325;3,073
5;15;27;2206,263;17;1,472;3,781;1,87;0,013;2,574;3,448;4,746;6,062;0,368;2,715
5;15;28;2224,263;18;1,375;3,896;2,26;-0,001;2,036;3,036;4,568;6,247;0;0
5;15;29;2242,263;18;1,386;3,806;1,59;0,032;2,448;3,351;4,896;5,616;0,365;2,739
5;15;30;2260,264;18,001;1,388;4,093;1,98;0,032;2,38;3,279;4,738;6,164;0,378;2,644
5;15;31;2280,263;19,999;1,238;4,274;2,39;0,011;2,777;3,769;5,271;5,822;0,332;3,013
5;15;32;2300,264;20,001;1,368;3,897;2,5;0,028;2,203;3,022;4,548;5,951;0,404;2,477
5;15;33;2319,263;18,999;1,401;3,912;1,95;0,028;1,953;2,85;4,39;6,191;0,429;2,331
5;15;34;2338,263;19;1,416;4,013;2,16;0,016;2,635;3,527;4,872;6,184;0,359;2,786
5;15;35;2357,264;19,001;1,368;3,988;2,48;0,017;2,262;3,119;4,561;6,302;0,4;2,499
5;15;36;2377,264;20;1,494;3,876;1,73;0,017;2,332;3,234;4,671;6,471;0,392;2,55
5;15;37;2398,265;21,001;1,37;3,737;1,94;0,017;2,208;2,996;4,62;5,684;0,403;2,48
5;15;38;2416,264;17,999;1,335;3,743;2,08;0,015;2,391;3,311;4,761;5,457;0,382;2,62
5;15;39;2435,265;19,001;1,26;3,998;2,2;-0,003;1,975;2,875;4,49;5,774;0,442;2,262
5;15;40;2454,265;19;1,214;3,976;2,5;-0,004;2,426;3,364;4,913;5,456;0;0
5;15;41;2472,265;18;1,234;4,086;2,16;0,015;2,638;3,471;4,825;5,475;0,36;2,775
5;15;42;2490,265;18;1,206;3,971;2,42;0,016;2,289;3,146;4,715;5,343;0,394;2,535
5;15;43;2509,265;19;1,099;4,102;2,88;0,022;2,459;3,349;4,771;5,027;0,373;2,68
5;15;44;2527,266;18,001;1,031;4,027;2,62;0,022;2,118;3,047;4,595;4,695;0,402;2,485
5;15;45;2546,266;19;1,082;3,84;2,55;0,026;2,072;2,829;3,955;4,589;0,435;2,301
5;15;46;2565,266;19;1,302;3,728;2,4;0,026;2,12;2,913;4,289;10,024;0,417;2,395
5;15;47;2584,265;18,999;1,081;4,036;2,55;0,02;1,939;2,758;3,987;4,824;0,439;2,28
5;15;48;2604,266;20,001;1,128;3,979;2,57;0,003;2,287;2,994;4,364;5,101;0,42;2,383
5;15;49;2623,266;19;1,197;3,948;2,39;0,003;2,327;3,353;4,827;5,275;0,387;2,585
5;15;50;2646,267;23,001;1,15;3,938;2,85;-0,01;2,576;3,436;4,902;5,21;0,373;2,682
5;15;51;2665,266;18,999;1,212;3,86;1,95;0,011;2,578;3,475;5,44;5,389;0,351;2,849
5;15;52;2686,266;21;1,18;4,093;2,58;0,011;2,438;3,408;5,086;5,463;0,371;2,694
5;15;53;2707,267;21,001;1,217;4,28;2,04;0,014;3,055;3,897;5,293;5,634;0,322;3,104
5;15;54;2728,267;21;1,047;3,999;3,17;0,014;2,614;3,546;5,131;4,941;0,35;2,856
5;15;55;2749,267;21;1,095;4,168;2,44;0,014;2,502;3,336;4,634;9,884;0,371;2,698
5;15;56;2769,268;20,001;1,122;3,93;2,52;-0,005;2,364;3,223;4,531;4,92;0,405;2,472
5;15;57;2792,268;23;1,114;4,178;2,81;-0,012;2,754;3,694;5,051;5,299;0;0
5;15;58;2812,268;20;1,181;4,071;2,22;-0,008;2,737;3,643;5,067;5,375;0;0
5;15;59;2836,268;24;1,126;4,134;2,53;0;2,423;3,405;4,766;5,194;0;0
5;15;60;2858,268;22;0,93;4,664;3,71;0;2,268;3,311;4,994;5,199;0,383;2,612
5;15;61;2876,269;18,001;1,093;4,086;2,52;0,004;2,828;3,754;5,382;5,142;0,336;2,978
5;15;62;2900,269;24;1,2;4,142;2,04;0,004;2,805;3,709;5,063;5,474;0,336;2,973
5;15;63;2921,268;20,999;1,178;3,964;2,33;0,003;2,574;3,448;4,724;5,101;0,364;2,746
5;15;64;2942,269;21,001;1,147;3,813;2,64;-0,014;2,347;3,185;4,727;4,956;0;0
5;15;65;2962,269;20;1,118;4,025;3,04;-0,014;2,255;3,134;4,662;5,214;0;0
5;15;66;2982,269;20;1,159;4,048;2,03;0,019;2,229;3,075;4,525;10,541;0,587;1,703
5;15;67;3008,269;26;1,098;4,018;2,64;0,019;2,309;3,234;4,848;5,279;0,382;2,621
5;15;68;3032,27;24,001;1,159;4,152;2,51;0,019;2,346;3,249;4,635;5,509;0,381;2,621
5;15;69;3057,27;25;1,235;3,928;2,11;-0,006;2,645;3,591;5,047;5,358;0;0
5;15;70;3085,27;28;1,221;4,183;2,8;-0,006;2,481;3,461;4,998;5,845;0;0
5;15;71;3107,27;22;1,095;4,247;2,05;0,026;2,127;2,98;4,351;5,13;0,409;2,447
5;15;72;3127,27;20;1,213;4,12;2,86;0,026;2,686;3,592;4,988;5,627;0,339;2,95
5;15;73;3149,27;22;1,248;4,024;2,67;0,026;2,619;3,514;4,96;11,26;0,348;2,871
5;15;74;3172,27;23;1,174;4,092;2,24;0,02;1,949;2,847;4,26;5,371;0,437;2,287
5;15;75;3190,271;18,001;1,279;4,129;2,28;0,02;2,572;3,488;4,877;5,737;0,362;2,762
5;15;76;3211,271;21;1,106;4,431;2,71;0,018;2,445;3,293;4,876;5,534;0,373;2,684
5;15;77;3231,271;20;1,262;3,828;2,29;0,008;2,21;3,071;4,68;5,543;0,408;2,451
5;15;78;3254,271;23;1,365;3,999;2,07;0,008;2,849;3,768;5,125;11,636;0,336;2,974
5;15;79;3279,272;25,001;1,268;4,263;2,65;0,002;2,827;3,715;5,173;6,11;0,347;2,885
5;15;80;3312,272;33;1,264;4,126;2,7;-0,008;2,445;3,365;4,839;6,201;0;0
5;15;81;3338,273;26,001;1,077;4,505;3,82;-0,008;2,611;3,56;5,304;6,159;0;0
5;15;82;3369,272;30,999;1,15;4,56;3,3;-0,009;2,341;3,25;4,919;5,996;0;0
5;15;83;3400,272;31;1,304;4,081;2,21;0,004;2,694;3,628;5,087;5,939;0,354;2,826
5;15;84;3429,273;29,001;1,192;4,321;2,58;0,004;2,448;3,451;5,106;6,114;0,373;2,684
5;15;85;3459,273;30;1,277;4,158;2,46;0,004;2,278;3,29;4,862;6,139;0,397;2,521
5;15;86;3485,273;26;1,396;4,191;2,15;0,012;2,664;3,626;5,177;6,321;0,356;2,812
5;15;87;3507,273;22;1,343;3,981;1,96;0,022;2,318;3,397;4,943;11,944;0,514;1,944
5;15;88;3537,274;30,001;1,186;4,162;2,72;0,022;2,57;3,627;5,446;5,966;0,344;2,907
5;15;89;3572,274;35;1,274;4,045;2,3;0,01;2,206;3,224;4,938;5,983;0,394;2,539
5;15;90;3595,274;23;1,185;4,438;2,27;0,03;2,687;3,723;5,614;5,8;0,329;3,039
5;15;91;3615,274;20;1,205;4,336;2,49;0,03;2,602;3,57;4,991;11,455;0,345;2,897
5;15;92;3642,275;27,001;1,166;4,462;2,64;0,009;2,513;3,52;5,146;6,264;0,361;2,771
5;15;93;3665,275;23;1,3;4,047;2,77;0,009;2,465;3,431;5,211;6,01;0,37;2,705
5;15;94;3689,275;24;1,19;4,167;3,36;0,007;2,59;3,544;5,127;5,673;0,354;2,828
5;15;95;3718,275;29;1,241;4,104;2,81;-0,006;2,659;3,648;5,312;5,932;0;0
5;15;96;3743,275;25;1,3;4,226;2,81;0,006;2,498;3,517;5;6,263;0,37;2,702
5;15;97;3768,276;25,001;1,27;4,251;3,44;0,006;2,367;3,363;4,951;6,576;0,378;2,645
5;15;98;3795,275;26,999;1,164;4,539;2,95;0,007;2,737;3,779;5,376;6,173;0,342;2,922
5;15;99;3818,275;23;1,215;4,347;2,67;0,007;2,561;3,539;5,376;12,146;0,356;2,808
5;15;100;3848,276;30,001;1,362;4,435;2,74;0,005;2,809;3,809;5,349;6,888;0,34;2,942
5;15;101;3877,276;29;1,202;4,442;2,57;0,014;2,797;3,727;5,276;11,424;0,449;2,227
5;15;102;3908,276;31;0,941;4,81;4,7;0,014;3,165;4,298;6,363;5,334;0,293;3,412
5;15;103;3931,277;23,001;1,178;4,313;3,15;0,011;2,515;3,489;4,909;5,668;0,366;2,729
5;15;104;3960,277;29;1,167;4,169;2,27;-0,002;2,26;3,178;4,825;5,662;0;0
5;15;105;3990,277;30;1,346;3,993;2,35;0,009;2,986;4,042;5,67;6,479;0,319;3,136
5;15;106;4025,277;35;1,256;4,137;2,89;0,009;2,497;3,515;5,059;6,209;0,365;2,737
5;15;107;4052,278;27,001;1,23;4,273;2,9;-0,001;2,858;3,791;5,436;5,943;0,343;2,916
5;15;108;4089,278;37;1,117;4,402;2,64;-0,008;3,205;4,353;5,992;6,03;0;0
5;15;109;4117,278;28;1,194;4,472;2,72;0,006;2,527;3,547;5,24;6,028;0,359;2,788
5;15;110;4150,278;33;1,021;4,559;2,88;0,006;3,221;4,129;5,859;5,631;0,304;3,291
5;15;111;4180,278;30;0,982;4,461;3,79;0,009;2,336;3,572;5,671;5,219;0,358;2,797
5;15;112;4207,279;27,001;1,09;4,534;2,31;0,009;3,18;4,278;5,99;10,927;0,298;3,358
5;15;113;4235,279;28;1,054;4,421;3,35;-0,008;2,505;3,52;5,229;5,442;0;0
5;15;114;4260,279;25;1,21;4,499;3,11;-0,003;2,847;3,875;5,676;6,13;0;0
5;15;115;4284,279;24;1,095;4,633;3,74;-0,003;3,076;4,237;6,221;6,03;0,308;3,248
5;15;116;4322,28;38,001;1,019;4,611;4,02;-0,01;2,26;3,316;5,716;6,204;0;0
5;15;117;4355,28;33;1,151;4,456;2,83;0,018;2,883;3,859;5,586;6,007;0,324;3,087
5;15;118;4380,28;25;1,206;4,314;2,98;0,018;2,738;3,717;5,269;5,998;0,332;3,009
5;15;119;4404,28;24;1,116;4,68;3,03;0;3,27;4,244;5,935;5,939;0,306;3,267
5;15;120;4441,281;37,001;1,21;4,707;3,15;-0,003;3,275;4,249;5,905;6,853;0;0
5;15;121;4478,281;37;1,145;4,747;2,91;0,008;3,134;4,288;6,192;6,363;0,297;3,364
5;15;122;4509,282;31,001;1,215;4,524;3,22;0,016;3,211;4,243;5,971;11,955;0,428;2,338
5;15;123;4533,281;23,999;1,082;4,409;3,14;0,016;2,387;3,401;5,086;5,619;0,364;2,744
5;15;124;4566,282;33,001;1,034;4,609;3,59;0,013;3,267;4,284;6,075;6,04;0,29;3,447
5;15;125;4600,282;34;1,245;4,48;2,96;0,013;2,389;3,418;5,029;12,458;0,374;2,672
5;15;126;4625,282;25;1,144;4,698;3,09;0,007;2,425;3,435;5,05;6,128;0,371;2,697
5;15;127;4671,282;46;1,065;4,645;4,15;-0,002;2,676;3,662;5,581;5,97;0;0
5;15;128;4701,282;30;1,23;4,491;3,35;-0,002;2,489;3,601;5,487;12,631;0;0
5;15;129;4752,283;51,001;1,307;4,496;2,71;-0,002;2,855;4,044;5,992;7,144;0;0
5;15;130;4792,284;40,001;1,224;4,781;2,56;-0,002;2,922;4,008;6,016;6,836;0,321;3,113
5;15;131;4849,284;57;1,068;5,142;2,84;-0,002;3,372;4,526;7,06;6,287;0;0
5;15;132;4877,284;28;1,274;4,723;2,38;0;2,765;3,963;6,122;6,866;0,325;3,079
5;15;133;4909,285;32,001;1,176;4,864;3,58;0;3,594;4,673;6,312;6,725;0,282;3,546
5;15;134;4942,338;33,053;1,181;4,607;3,06;-0,004;3,192;4,259;6,109;6,642;0,308;3,249
5;15;135;4977,285;34,947;1,197;4,787;3,46;-0,005;2,884;3,96;5,851;6,953;0;0
5;15;136;5010,285;33;1,094;4,561;2,24;0,049;3,062;4,204;5,762;10,457;0,488;2,047
5;15;137;5029,285;19;0,98;4,566;2,45;0,049;2,666;3,72;5,219;5,042;0,318;3,147
5;15;138;5056,286;27,001;1,127;4,607;2,99;0,031;2,968;4,193;6,327;5,883;0,291;3,434
5;15;139;5078,286;22;0,992;4,988;3,34;0,051;3,333;4,476;6,276;5,489;0,267;3,746
5;15;140;5096,286;18;1,261;4,514;2,74;0,051;3,246;4,246;5,917;6,294;0,275;3,633
5;15;141;5119,286;23;1,188;4,269;3,83;0,041;2,648;3,703;5,456;11,521;0,477;2,096
5;15;142;5151,286;32;0,99;4,94;3,97;0,041;3,305;4,351;5,899;5,575;0,275;3,631
5;15;143;5190,287;39,001;1,303;4,293;2,91;0,015;2,919;3,975;5,857;12,401;0,426;2,349
5;15;144;5220,287;30;1,017;4,677;3,11;0,015;2,956;4,17;6,143;5,9;0,297;3,368
5;15;145;5258,287;38;1,311;4,348;2,01;0,015;3,079;4,17;6,034;6,274;0,303;3,297
5;15;146;5288,287;30;1,051;4,716;4;0,008;2,741;3,801;5,566;6,127;0,334;2,99
5;15;147;5318,287;30;1,06;4,759;3,16;0,046;2,927;4,04;5,846;10,799;0,484;2,066
5;15;148;5342,288;24,001;0,995;4,565;2,93;0,046;2,81;3,766;5,249;5,086;0,312;3,21
5;15;149;5376,288;34;1,167;4,154;1,97;0,041;2,396;3,442;5,042;5,418;0,349;2,864
5;15;150;5403,288;27;1,311;4,126;2,4;0,041;2,468;3,484;5,009;11,463;0,349;2,866
5;15;151;5437,288;34;1,216;4,475;2,7;0,023;3,103;3,998;5,703;6,201;0,308;3,252
5;15;152;5466,289;29,001;1,198;4,095;2,33;0,023;2,423;3,489;5,128;5,684;0,361;2,772
5;15;153;5490,29;24,001;1,062;4,846;2,83;0,018;2,896;3,866;5,707;5,873;0,317;3,152
5;15;154;5524,289;33,999;1,234;4,516;3,3;0,018;3,238;4,242;5,83;6,346;0,298;3,354
5;15;155;5560,289;36;1,215;3,957;2,94;0,066;2,327;3,279;4,82;5,436;0,353;2,831
5;15;156;5579,29;19,001;1,146;4,191;2,24;0,066;3,142;4,003;5,439;5,296;0,272;3,673
5;15;157;5627,29;48;1,129;4,241;3,23;-0,001;2,339;3,456;5,5;6,113;0;0
5;15;158;5659,29;32;1,04;4,988;3,05;0,049;3,381;4,433;6,096;5,724;0,267;3,749
5;15;159;5688,29;29;0,901;4,879;3,43;0,049;2,939;3,921;6,228;5,279;0,279;3,589
5;15;160;5714,29;26;0,942;5,25;3,92;0,049;2,952;4,043;5,504;5,6;0,288;3,472
5;15;161;5747,291;33,001;1,075;4,643;2,9;0,024;2,758;3,835;5,679;5,861;0,317;3,158
5;15;162;5774,291;27;1,019;4,514;2,81;0,024;3,017;4,01;5,916;5,354;0,303;3,298
5;15;163;5803,291;29;1,128;4,344;2,95;0,024;2,385;3,358;4,872;5,701;0,368;2,72
5;15;164;5843,292;40,001;1,162;4,773;2,81;0,007;2,385;3,405;5,123;6,689;0,372;2,687
5;15;165;5879,292;36;1,194;4,363;2,83;0,007;2,645;3,658;5,412;12,62;0,349;2,862
5;15;166;5921,293;42,001;1,047;4,727;2,8;0,01;3,235;4,298;6,067;5,739;0,296;3,379
5;15;167;5950,292;28,999;1,272;4,548;2,95;0,01;2,704;3,811;5,597;12,538;0,335;2,984
5;15;168;5978,293;28,001;0,856;4,659;3,95;0,006;2,433;3,533;5,428;4,972;0,358;2,795
5;15;169;6009,293;31;1,221;4,545;2,27;0,011;3,359;4,522;6,386;6,45;0,283;3,528
5;15;170;6039,294;30,001;1,08;4,62;2,5;0,015;2,591;3,648;5,427;11,697;0,49;2,039
5;15;171;6075,294;36;1,055;4,637;3,44;0,015;2,453;3,65;5,65;6,07;0,346;2,892
5;15;172;6119,294;44;1,139;4,5;2,27;0,02;2,641;3,859;5,53;5,763;0,33;3,033
5;15;173;6171,295;52,001;0,935;5,201;3,03;0,02;2,782;3,941;6,991;5,771;0,295;3,392
5;15;174;6199,295;28;1,112;4,643;2,9;0,02;3,105;4,148;5,752;5,627;0,295;3,393
5;15;175;6238,295;39;1,085;5,021;3,64;0;2,561;3,641;5,723;6,266;0,352;2,842
5;15;176;6276,295;38;1,074;4,993;2,89;0,008;2,666;3,762;5,879;11,971;0,483;2,072
5;15;177;6306,296;30,001;1,069;4,566;2,97;0,008;2,66;3,725;5,556;5,847;0,342;2,925
5;15;178;6353,296;47;1,14;4,685;3,44;-0,015;2,843;3,888;5,88;13,206;0;0
5;15;179;6411,297;58,001;0,991;4,961;3,94;-0,015;2,854;3,933;6,371;6,815;0;0
5;15;180;6459,297;48;1,164;4,695;2,54;-0,015;2,74;3,956;6,103;6,518;0;0
5;15;181;6496,297;37;1,216;4,708;3,3;-0,005;3,071;4,299;6,365;6,959;0;0
5;15;182;6542,297;46;0,896;5,153;6,14;0,023;2,435;3,648;5,659;5,966;0,345;2,901
5;15;183;6586,298;44,001;1,032;5,113;3,3;0,023;3,664;4,827;6,821;12,465;0,257;3,887
5;15;184;6634,298;48;1,032;5,256;3,77;0,014;3,73;4,906;7,206;6,818;0,255;3,928
5;15;185;6682,299;48,001;1,25;5,03;2,55;0,004;2,783;3,97;6,285;7,884;0,322;3,105
5;15;186;6737,299;55;1,013;5,211;3,34;0,015;3,145;4,445;6,591;6,216;0,281;3,559
5;15;187;6773,299;36;1,273;4,601;3,04;0,015;2,95;4,35;6,671;6,98;0,293;3,412
5;15;188;6811,3;38,001;1,114;4,706;2,6;0,009;2,941;4,511;7,373;6,897;0,278;3,6
5;15;189;6860,3;49;1,307;4,684;2,63;0,02;2,921;4,137;6,28;7,109;0,303;3,297
5;15;190;6908,301;48,001;1,109;5,413;3,78;0,02;3,166;4,556;7,045;7,052;0,272;3,673
5;15;191;6939,3;30,999;1,145;5,196;3,15;0,031;3,696;4,851;6,717;6,707;0,257;3,885
5;15;192;6970,301;31,001;0,973;5,23;4,58;0,031;2,827;4,007;5,988;5,874;0,3;3,328
5;15;193;7025,302;55,001;1,256;4,563;2,55;0,031;3,183;4,507;6,563;6,813;0,277;3,612
5;15;194;7077,302;52;1,246;4,59;2,33;0,006;3,438;4,73;6,71;6,698;0,277;3,604
5;15;195;7121,302;44;1,039;5,378;3,15;0,016;3,581;4,678;6,63;12,365;0,383;2,612
5;15;196;7155,302;34;0,94;5,497;4,12;0,016;3,264;4,398;6,118;5,833;0,284;3,525
7;15;3;1639,258;86;1,901;8,42;4,76;0,049;6,079;9,195;15,657;20,81;0,136;7,338
7;15;4;1720,259;81,001;2,511;6,817;2,99;0,049;4,954;7,566;11,846;41,72;0,167;5,986
7;15;5;1796,26;76,001;2,686;6,59;2,23;0,038;4,446;6,806;10,595;21,182;0,188;5,325
7;15;6;1873,261;77,001;2,869;6,143;2,22;0,021;4,715;6,91;10,505;21,601;0,191;5,248
7;15;7;1937,26;63,999;2,82;5,891;2,15;0,022;4,265;6,374;10,036;20,757;0,203;4,93
7;15;8;2006,261;69,001;2,704;5,943;1,98;0,022;4,608;6,572;9,727;19,641;0,201;4,974
7;15;9;2070,262;64,001;2,821;5,665;1,69;0,013;4,622;6,615;9,852;18,845;0,202;4,942
7;15;10;2133,262;63;2,762;5,767;1,72;0,017;4,428;6,216;9,594;35,698;0,27;3,709
7;15;11;2185,262;52;2,643;5,49;1,58;0,017;4,089;5,939;8,952;17,083;0,221;4,521
7;15;12;2239,263;54,001;2,768;5,544;1,86;0,01;3,438;5,175;8,286;18,497;0,249;4,015
7;15;13;2297,264;58,001;2,914;5,423;1,87;0,01;3,919;5,755;8,643;19,116;0,23;4,348
7;15;14;2359,264;62;2,764;5,597;1,92;0,014;4,166;6,013;9,321;36,23;0,274;3,653
7;15;15;2422,264;63;2,694;5,74;1,66;0,014;4,348;6,077;9,001;17,97;0,217;4,615
7;15;16;2478,265;56,001;2,588;5,568;2,03;0,005;3,901;5,631;8,458;34,02;0,286;3,493
7;15;17;2537,266;59,001;2,543;5,516;2,11;0,005;3,412;5,069;8,248;17,035;0,249;4,008
7;15;18;2591,266;54;2,63;5,27;1,77;0,005;3,784;5,553;8,492;16,669;0,239;4,19
7;15;19;2655,267;64,001;2,495;5,454;1,97;0,005;3,831;5,573;8,608;16,067;0,235;4,254
7;15;20;2712,266;56,999;2,542;5,586;1,93;0,005;3,413;5,196;8,418;33,187;0,248;4,036
7;15;21;2771,268;59,002;2,518;5,319;1,89;0;3,658;5,345;8,341;16,661;0,246;4,069
7;15;22;2847,268;76;2,487;5,281;1,83;-0,005;3,455;5,345;8,368;15,988;0;0
7;15;23;2920,268;73;2,202;5,777;1,73;-0,005;3,44;5,274;8,643;15,627;0,246;4,068
7;15;24;2990,27;70,002;2,547;5,493;1,75;-0,005;4,157;5,983;9,25;17,291;0,22;4,54
7;15;25;3057,27;67;2,321;5,589;2,17;-0,009;3,835;5,719;8,685;15,792;0;0
7;15;26;3126,27;69;2,39;5,471;2,08;-0,014;3,652;5,502;8,559;31,762;0;0
7;15;27;3196,271;70,001;2,389;5,358;1,8;-0,014;4,023;5,864;8,925;15,315;0;0
7;15;28;3272,271;76;2,218;5,917;2,26;-0,012;4,517;6,326;9,457;15,58;0;0
7;15;29;3352,272;80,001;2,213;5,672;2,04;-0,008;4,147;6,108;9,64;15,553;0;0
7;15;30;3443,273;91,001;2,232;5,743;1,99;-0,008;3,573;5,377;8,772;31,146;0,241;4,146
7;15;31;3512,274;69,001;2,076;5,79;2,27;-0,01;3,777;5,674;9,205;15,544;0;0
7;15;32;3592,274;80;2,14;5,868;2,02;-0,011;3,717;5,661;9,182;15,56;0;0
9;15;17;3394,272;139,001;0,531;5,505;10,15;-0,003;3,482;5,547;9,367;5,814;0;0
9;15;18;3554,273;160,001;0,622;5,148;8,07;-0,003;4,156;5,664;9,207;7,834;0,231;4,332
9;15;19;3742,275;188,002;0,723;5,031;3,89;0,002;3,23;4,612;7,998;5,756;0,264;3,785
9;15;20;3831,276;89,001;0,69;4,911;3,68;0,002;3,32;4,896;8,791;5,751;0,257;3,898
9;15;21;4017,278;186,002;0,677;4,546;3,91;-0,003;3,284;4,708;7,913;6,135;0,273;3,658
9;15;22;4102,277;84,999;0,523;5,539;6,04;-0,003;3,724;5,379;8,354;4,815;0;0
9;15;23;4266,279;164,002;0,635;4,418;5,42;-0,003;2,995;4,4;7,963;6,404;0,285;3,511
9;15;24;4441,281;175,002;0,664;4,63;4,21;-0,01;2,969;4,347;8,481;6,182;0,289;3,462
9;15;25;4590,282;149,001;0,511;5,888;9,86;0,001;3,177;5,217;10,041;4,959;0,238;4,193
9;15;26;4658,283;68,001;0,682;4,318;5,68;0,001;2,443;3,813;6,35;10,248;0,337;2,971
10;15;26;2178,262;18;0,656;3,847;2,630;0,035;2,852;3,769;5,177;2,936;0,313;3,198
10;15;27;2200,262;22;0,759;3,528;2,660;0,016;1,936;2,811;4,464;3,253;0,425;2,356
10;15;28;2222,263;22,001;0,804;3,507;2,160;0,021;1,997;2,908;4,501;6,323;0,620;1,614
10;15;29;2244,263;22;0,646;3,658;3,730;0,021;2,795;3,747;5,228;3,000;0,319;3,135
10;15;30;2267,263;23;0,761;3,430;2,170;0,020;2,074;3,080;4,677;3,173;0,391;2,556
10;15;31;2293,263;26;0,695;3,653;2,040;0,020;2,709;3,688;5,419;3,098;0,321;3,115
10;15;32;2317,264;24,001;0,734;3,483;2,060;0,020;2,656;3,552;4,969;3,092;0,339;2,953
10;15;33;2344,264;27;0,712;3,386;1,800;0,036;2,503;3,373;4,842;2,732;0,345;2,895
10;15;34;2363,264;19;0,757;3,239;2,140;0,036;2,453;3,282;4,935;5,665;0,347;2,885
10;15;35;2391,264;28;0,715;3,591;2,290;0,015;2,301;3,213;4,717;2,966;0,381;2,622
10;15;36;2415,265;24,001;0,584;3,618;2,060;0,053;1,956;2,970;4,455;4,662;0,787;1,270
10;15;37;2429,265;14;0,562;3,654;2,890;0,053;2,024;2,774;3,875;2,262;0,374;2,677
10;15;38;2455,265;26;0,556;3,827;2,590;0,027;2,528;3,631;5,614;2,522;0,319;3,140
10;15;39;2475,265;20;0,605;3,460;1,880;0,027;2,472;3,387;5,031;2,447;0,337;2,969
10;15;40;2505,265;30;0,609;4,001;2,160;0,038;2,166;3,110;4,736;2,709;0,360;2,774
10;15;41;2525,265;20;0,601;3,453;2,500;0,038;1,585;2,322;3,588;2,413;0,478;2,092
10;15;42;2552,266;27,001;0,641;3,373;1,910;0,038;1,577;2,412;3,635;2,437;0,483;2,070
10;15;43;2580,266;28;0,748;3,560;2,670;-0,001;1,807;2,697;4,384;3,296;0,467;2,142
10;15;44;2604,266;24;0,680;3,574;2,650;-0,004;2,724;3,682;5,503;3,215;0,000;0,000
10;15;45;2629,267;25,001;0,564;4,118;1,890;0,031;2,759;3,897;5,442;2,520;0,305;3,274
10;15;46;2646,267;17;0,601;3,586;1,930;0,031;2,459;3,313;4,696;2,399;0,346;2,888
10;15;47;2667,267;21;0,603;3,560;2,790;0,015;1,934;2,937;4,878;2,623;0,405;2,469
10;15;48;2691,267;24;0,644;3,278;1,570;0,037;1,635;2,558;3,905;2,426;0,440;2,272
10;15;49;2707,267;16;0,531;3,735;2,590;0,037;1,768;2,594;3,793;2,244;0,433;2,311
10;15;50;2733,267;26;0,628;3,772;1,990;0,016;2,307;3,269;5,350;5,459;0,546;1,831
10;15;51;2757,267;24;0,622;3,488;2,550;0,016;2,074;3,043;5,520;2,756;0,366;2,734
10;15;52;2783,268;26,001;0,656;3,208;2,850;0,016;1,791;2,643;4,042;2,458;0,452;2,211
10;15;53;2807,268;24;0,741;3,474;2,280;-0,002;1,962;2,966;4,651;12,304;0,432;2,317
10;15;54;2836,268;29;0,730;3,545;1,960;-0,006;1,953;2,992;4,862;3,223;0,000;0,000
10;15;55;2860,268;24;0,707;3,550;2,880;-0,003;2,084;2,996;4,835;3,149;0,000;0,000
